X	Y	Z	Layer
-80.626717	-19.701155	448.910065	2
-80.109622	-19.691105	448.905583	2
-79.592527	-19.681055	448.901100	2
-79.075953	-19.683266	448.902960	2
-78.561282	-19.728411	448.927029	2
-78.047044	-19.777311	448.953040	2
-77.532247	-19.819637	448.975501	2
-77.015429	-19.837280	448.984632	2
-76.498380	-19.848875	448.990498	2
-75.981303	-19.858702	448.994008	2
-75.464141	-19.861323	448.987922	2
-74.947031	-19.860779	448.977622	2
-74.429922	-19.858637	448.968121	2
-73.912837	-19.849267	448.962226	2
-73.395836	-19.834879	448.958839	2
-72.879063	-19.815848	448.955586	2
-72.363817	-19.772733	448.953033	2
-71.851084	-19.704835	448.951208	2
-71.338171	-19.638363	448.949805	2
-70.824214	-19.580896	448.951066	2
-70.308891	-19.537043	448.956348	2
-69.793443	-19.494759	448.961201	2
-69.277255	-19.466045	448.962344	2
-68.760089	-19.466655	448.955481	2
-68.242922	-19.467545	448.948676	2
-67.725890	-19.474555	448.943141	2
-67.209408	-19.502001	448.941847	2
-66.692926	-19.529448	448.940554	2
-66.176481	-19.546013	448.937734	2
-65.660242	-19.515761	448.928344	2
-65.144222	-19.482078	448.918476	2
-64.628001	-19.454744	448.908401	2
-64.110920	-19.456546	448.897381	2
-63.593900	-19.465066	448.886149	2
-63.076960	-19.476144	448.879179	2
-62.560507	-19.499852	448.893263	2
-62.044633	-19.528968	448.916382	2
-61.528686	-19.558160	448.937063	2
-61.012393	-19.587749	448.944653	2
-60.496044	-19.617594	448.943447	2
-59.979602	-19.645437	448.942099	2
-59.462666	-19.661237	448.939895	2
-58.945475	-19.664807	448.936825	2
-58.428304	-19.665787	448.933881	2
-57.911536	-19.648504	448.931827	2
-57.396272	-19.603658	448.931123	2
-56.880945	-19.559576	448.930450	2
-56.365111	-19.522548	448.930065	2
-55.848314	-19.501834	448.930345	2
-55.331509	-19.481311	448.930614	2
-54.814608	-19.464468	448.930670	2
-54.297404	-19.461746	448.929908	2
-53.780199	-19.459024	448.929146	2
-53.262996	-19.457300	448.928833	2
-52.745802	-19.461058	448.930986	2
-52.228612	-19.465175	448.933299	2
-51.711423	-19.468390	448.936079	2
-51.194244	-19.466326	448.941584	2
-50.677078	-19.463082	448.947699	2
-50.159916	-19.459214	448.953540	2
-49.642779	-19.451429	448.957649	2
-49.125665	-19.441967	448.961018	2
-48.608602	-19.430905	448.962932	2
-48.091936	-19.408917	448.954915	2
-47.575780	-19.379407	448.940055	2
-47.069081	-19.318308	448.926205	2
-46.681911	-19.002823	448.921791	2
-46.455710	-18.537713	448.925657	2
-46.232337	-18.071268	448.929480	2
-46.021441	-17.599098	448.933115	2
-45.823642	-17.121215	448.936551	2
-45.627905	-16.642497	448.939783	2
-45.444183	-16.159150	448.941830	2
-45.278025	-15.669355	448.942152	2
-45.111666	-15.179627	448.942471	2
-44.943300	-14.690593	448.942766	2
-44.770809	-14.202991	448.943011	2
-44.598317	-13.715390	448.943256	2
-44.419684	-13.230136	448.943425	2
-44.222976	-12.751790	448.943371	2
-44.026170	-12.273485	448.943316	2
-43.828798	-11.795414	448.943206	2
-43.629635	-11.318086	448.942926	2
-43.430209	-10.840867	448.942621	2
-43.230173	-10.363905	448.942258	2
-43.028036	-9.887829	448.941694	2
-42.825234	-9.412036	448.941066	2
-42.623454	-8.935812	448.940694	2
-42.425561	-8.457957	448.941295	3
-42.229737	-7.979250	448.942412	3
-42.034263	-7.500401	448.943616	3
-41.840297	-7.020940	448.945195	3
-41.647547	-6.540990	448.947077	3
-41.454886	-6.061003	448.948743	3
-41.262677	-5.580834	448.949300	3
-41.071000	-5.100450	448.948552	3
-40.879318	-4.620069	448.947787	3
-40.687593	-4.139706	448.946901	3
-40.495795	-3.659372	448.945811	3
-40.303565	-3.179211	448.944732	3
-40.106028	-2.701271	448.943780	3
-39.895043	-2.229049	448.943154	3
-39.684058	-1.756827	448.942529	3
-39.473850	-1.284262	448.942005	3
-39.266494	-0.810435	448.941857	3
-39.059217	-0.336574	448.941720	3
-38.853615	0.138004	448.941801	3
-38.654606	0.615395	448.942747	3
-38.456749	1.093265	448.943842	3
-38.258786	1.571092	448.944836	3
-38.060374	2.048733	448.945399	3
-37.861802	2.526307	448.945807	3
-37.663150	3.003849	448.946140	3
-37.464130	3.481237	448.946119	3
-37.264892	3.958534	448.945889	3
-37.066373	4.436128	448.945666	3
-36.871630	4.915273	448.945488	3
-36.680322	5.395804	448.945349	3
-36.489167	5.876396	448.945213	3
-36.298962	6.357364	448.945087	3
-36.110044	6.838839	448.944976	3
-35.921225	7.320353	448.944779	3
-35.733216	7.802182	448.943884	3
-35.546863	8.284650	448.941560	3
-35.360514	8.767120	448.939233	3
-35.174228	9.249614	448.936850	3
-34.988151	9.732187	448.934289	3
-34.802074	10.214761	448.931727	3
-34.613237	10.696216	448.930319	3
-34.411353	11.172383	448.934363	3
-34.208826	11.648275	448.938678	3
-34.006597	12.124294	448.942791	3
-33.805866	12.600955	448.945881	3
-33.605441	13.077746	448.948762	3
-33.405837	13.554879	448.951110	3
-33.210691	14.033863	448.950560	3
-33.017338	14.513571	448.948851	3
-32.823881	14.993238	448.947239	3
-32.629807	15.472657	448.946205	3
-32.435326	15.951912	448.945553	3
-32.240720	16.431116	448.945018	3
-32.045296	16.909987	448.945253	3
-31.849032	17.388514	448.946278	3
-31.652771	17.867042	448.947269	3
-31.456537	18.345582	448.947989	3
-31.260345	18.824139	448.948283	3
-31.064154	19.302697	448.948566	3
-30.867976	19.781260	448.948721	3
-30.671829	20.259836	448.948562	3
-30.475709	20.738423	448.948378	3
-30.280183	21.217250	448.947681	3
-30.087266	21.697127	448.944726	3
-29.894348	22.177005	448.941771	3
-29.701502	22.656911	448.938755	3
-29.509106	23.136995	448.935349	3
-29.316743	23.617092	448.931916	3
-29.124159	24.097100	448.929368	3
-28.930069	24.576501	448.932836	3
-28.735628	25.055748	448.937727	3
-28.541148	25.534979	448.942492	3
-28.346382	26.014103	448.946337	3
-28.151487	26.493178	448.949768	3
-27.956499	26.972217	448.952848	3
-27.760772	27.450964	448.953136	3
-27.564501	27.929486	448.951353	3
-27.368144	28.407972	448.949611	3
-27.171030	28.886148	448.948225	3
-26.973032	29.363960	448.947253	3
-26.774900	29.841716	448.946345	3
-26.575407	30.318906	448.946076	3
-26.373397	30.795036	448.946993	3
-26.171387	31.271166	448.947867	3
-25.969376	31.747295	448.948188	3
-25.767365	32.223424	448.946765	3
-25.565355	32.699552	448.945335	3
-25.363344	33.175679	448.943676	3
-25.161336	33.651800	448.940527	3
-24.959328	34.127921	448.937378	3
-24.757093	34.603947	448.934612	3
-24.552759	35.079084	448.935394	3
-24.348219	35.554132	448.936526	3
-24.143690	36.029185	448.937706	3
-23.939283	36.504288	448.939365	3
-23.734907	36.979405	448.941155	3
-23.530690	37.454590	448.942913	3
-23.328182	37.930507	448.944314	3
-23.126535	38.406789	448.945536	3
-22.924892	38.883074	448.946687	3
-22.723300	39.359382	448.947004	3
-22.521751	39.835708	448.946627	3
-22.320205	40.312035	448.946185	3
-22.118714	40.788383	448.944888	3
-21.917294	41.264758	448.942446	3
-21.715859	41.741126	448.940042	3
-21.514193	42.217399	448.938196	3
-21.312015	42.693458	448.937588	3
-21.109832	43.169515	448.936994	3
-20.907537	43.645524	448.936670	3
-20.704782	44.121337	448.937465	3
-20.502034	44.597154	448.938259	3
-20.299852	45.073207	448.939025	3
-20.104365	45.552053	448.939454	3
-19.908878	46.030898	448.939883	3
-19.713455	46.509770	448.940309	3
-19.519068	46.989063	448.940687	3
-19.324810	47.468409	448.941059	3
-19.130422	47.947701	448.941454	3
-18.933741	48.426057	448.942266	3
-18.736350	48.904120	448.943207	3
-18.538884	49.382152	448.944135	3
-18.339938	49.859571	448.944790	3
-18.140157	50.336641	448.945292	3
-17.940236	50.813652	448.945768	3
-17.737194	51.289343	448.945670	3
-17.531235	51.763778	448.945032	3
-17.325229	52.238193	448.944438	3
-17.118046	52.712095	448.944947	3
-16.909047	53.185195	448.947160	3
-16.700030	53.658286	448.949391	3
-16.490462	54.131131	448.952139	3
-16.279406	54.603303	448.956290	3
-16.070297	55.076181	448.961043	3
-16.048426	55.472800	449.005473	3
-16.548781	55.463551	449.136117	3
-17.049136	55.454302	449.266761	3
-17.549491	55.445053	449.397405	3
-18.049846	55.435804	449.528049	3
-18.550201	55.426555	449.658693	3
-19.050556	55.417306	449.789337	3
-19.550911	55.408057	449.919981	3
-20.051266	55.398808	450.050625	3
-20.551621	55.389559	450.181269	3
-21.051976	55.380310	450.311913	3
-21.552331	55.371061	450.442557	3
-22.052685	55.361812	450.573201	3
-22.553040	55.352563	450.703845	3
-23.053395	55.343314	450.834489	3
-23.553750	55.334065	450.965133	3
-24.054105	55.324816	451.095778	3
-24.554460	55.315567	451.226422	3
-25.054815	55.306318	451.357066	3
-25.555170	55.297069	451.487710	3
-26.055525	55.287820	451.618354	3
-26.555880	55.278571	451.748998	3
-27.056235	55.269322	451.879642	3
-27.556590	55.260073	452.010286	3
-28.056945	55.250824	452.140930	3
-28.557300	55.241575	452.271574	3
-29.057655	55.232326	452.402218	3
-29.558010	55.223076	452.532862	3
-30.058365	55.213827	452.663506	3
-30.558720	55.204578	452.794150	3
-31.059075	55.195329	452.924794	3
-31.559429	55.186080	453.055438	3
-32.059784	55.176831	453.186082	3
-32.560139	55.167582	453.316726	3
-33.060494	55.158333	453.447370	3
-33.560849	55.149084	453.578014	3
-34.061204	55.139835	453.708658	3
-34.561559	55.130586	453.839303	3
-35.061914	55.121337	453.969947	3
-35.562269	55.112088	454.100591	3
-36.062624	55.102839	454.231235	3
-36.562979	55.093590	454.361879	3
-37.063334	55.084341	454.492523	3
-37.563689	55.075092	454.623167	3
-38.064044	55.065843	454.753811	3
-38.564399	55.056594	454.884455	3
-39.064754	55.047345	455.015099	3
-39.565109	55.038096	455.145743	3
-40.065464	55.028847	455.276387	3
-40.565819	55.019598	455.407031	3
-41.066173	55.010349	455.537675	3
-41.566528	55.001100	455.668319	3
-42.034913	54.939727	455.787680	3
-42.241282	54.467191	455.815464	3
-42.394625	53.973396	455.828164	3
-42.547969	53.479602	455.840864	3
-42.701427	52.985834	455.853184	3
-42.855852	52.492310	455.862246	3
-43.012360	51.999350	455.864264	3
-43.168920	51.506406	455.866103	3
-43.325716	51.013534	455.867138	3
-43.482205	50.520565	455.867793	3
-43.636828	50.027007	455.867163	3
-43.789855	49.532955	455.865436	3
-43.941960	49.038621	455.863078	3
-44.091868	48.543625	455.859213	3
-44.241963	48.048686	455.855396	3
-44.392965	47.554020	455.851807	3
-44.545476	47.059825	455.848600	3
-44.705663	46.568056	455.847336	3
-44.872428	46.078467	455.847746	3
-45.039208	45.588883	455.848168	3
-45.206027	45.099312	455.848618	3
-45.373773	44.610066	455.849750	3
-45.546374	44.122526	455.854460	3
-45.720062	43.635381	455.859974	3
-45.893751	43.148236	455.865488	3
-46.067110	42.660972	455.870755	3
-46.236570	42.172357	455.873107	3
-46.394500	41.679886	455.866871	3
-46.552302	41.187375	455.860539	3
-46.709373	40.694638	455.853667	3
-46.867163	40.202133	455.847042	3
-47.031046	39.711597	455.842998	3
-47.201160	39.223163	455.841606	3
-47.373798	38.735630	455.841294	3
-47.554763	38.251120	455.844555	3
-47.737074	37.767129	455.847906	3
-47.927720	37.286352	455.851808	3
-48.121158	36.806694	455.855895	3
-48.318208	36.328512	455.860223	3
-48.518729	35.851774	455.864689	3
-48.713367	35.372692	455.867316	3
-48.885787	34.885084	455.863035	3
-49.057635	34.397278	455.858578	3
-49.225603	33.908133	455.852931	3
-49.392692	33.418688	455.847324	3
-49.562197	32.930049	455.844941	3
-49.734507	32.442386	455.846315	3
-49.907493	31.954969	455.848601	3
-50.083397	31.468627	455.854822	3
-50.259106	30.982214	455.860868	3
-50.433364	30.495265	455.865614	3
-50.607057	30.008108	455.869855	3
-50.780055	29.520700	455.873476	3
-50.952176	29.032976	455.876290	3
-51.123966	28.545134	455.878330	3
-51.294076	28.056700	455.876436	3
-51.464045	27.568219	455.874214	3
-51.632843	27.079352	455.869269	3
-51.801619	26.590489	455.863458	3
-51.974376	26.103007	455.858917	3
-52.152550	25.617461	455.856111	3
-52.332890	25.132738	455.854005	3
-52.526396	24.653093	455.856155	3
-52.718916	24.173062	455.858296	3
-52.902295	23.689456	455.860338	3
-53.081404	23.204255	455.862336	3
-53.253883	22.716664	455.864262	3
-53.416698	22.225750	455.866075	3
-53.580076	21.735025	455.867485	3
-53.747686	21.245727	455.865864	3
-53.915816	20.756613	455.863869	3
-54.089386	20.269431	455.857958	3
-54.265539	19.783199	455.850457	3
-54.444699	19.298051	455.844195	3
-54.628619	18.814664	455.839899	3
-54.814705	18.332155	455.836509	3
-55.021844	17.858264	455.841938	3
-55.228694	17.384248	455.847356	3
-55.432087	16.908736	455.852651	3
-55.633692	16.432463	455.857882	3
-55.832965	15.955210	455.863031	3
-56.028217	15.476294	455.868036	3
-56.222905	14.997152	455.872768	3
-56.410330	14.515095	455.873989	3
-56.597592	14.032975	455.875131	3
-56.783147	13.550194	455.875451	3
-56.967894	13.067103	455.875392	3
-57.153618	12.584388	455.875954	3
-57.341181	12.102386	455.877685	3
-57.528801	11.620407	455.879453	3
-57.717291	11.138769	455.881775	3
-57.905999	10.657218	455.884117	3
-58.098002	10.176971	455.886578	3
-58.291826	9.697456	455.889102	3
-58.485833	9.218016	455.891576	3
-58.680222	8.738729	455.893946	3
-58.874298	8.259317	455.896179	3
-59.062461	7.777546	455.895803	3
-59.250481	7.295720	455.895279	3
-59.440824	6.814808	455.894027	3
-59.632842	6.334567	455.892247	3
-59.831864	5.857211	455.888256	3
-60.046848	5.386884	455.879178	3
-60.263622	4.917481	455.870301	3
-60.523900	4.470549	455.866289	3
-60.789449	4.027039	455.862842	3
-61.126071	3.634537	455.866438	3
-61.501235	3.278681	455.873976	3
-61.904989	2.956035	455.877537	3
-62.357035	2.704750	455.873226	3
-62.810064	2.455463	455.868573	3
-63.283971	2.248633	455.856660	3
-63.759366	2.045790	455.845109	3
-64.258900	1.912022	455.846076	3
-64.767502	1.818625	455.853799	3
-65.281209	1.761214	455.859889	3
-65.798143	1.777983	455.862565	3
-66.314854	1.797275	455.865512	3
-66.826866	1.869916	455.874161	3
-67.338980	1.939321	455.882392	3
-67.855564	1.916301	455.879075	3
-68.368166	1.847956	455.870497	3
-68.880760	1.779085	455.870583	3
-69.392982	1.709282	455.886837	3
-69.905403	1.641919	455.901745	3
-70.422229	1.628624	455.886798	3
-70.939072	1.616303	455.871900	3
-71.456236	1.615280	455.865039	3
-71.973418	1.619862	455.862582	3
-72.490593	1.616471	455.866106	3
-73.007201	1.596955	455.881725	3
-73.523824	1.577703	455.896948	3
-74.040896	1.566205	455.900520	3
-74.557964	1.554716	455.903317	3
-75.074702	1.537509	455.889486	3
-75.591013	1.517193	455.866707	3
-76.107466	1.496639	455.847717	3
-76.624134	1.475582	455.836803	3
-77.140807	1.454722	455.826438	3
-77.657694	1.442517	455.840125	3
-78.174571	1.430704	455.854483	3
-78.691674	1.424560	455.863138	3
-79.208850	1.421703	455.868470	3
-79.726018	1.417674	455.873943	3
-80.243153	1.410886	455.879748	3
-80.760261	1.403613	455.885353	3
-81.275031	1.354750	455.873863	3
-81.789599	1.304047	455.861588	3
-82.306251	1.280399	455.857376	4
-82.823420	1.273817	455.858240	4
-83.340627	1.273447	455.860187	4
-83.857590	1.288831	455.864880	4
-84.374552	1.304151	455.869562	4
-84.891478	1.286961	455.869303	4
-85.408335	1.267807	455.868745	4
-85.925138	1.247656	455.864602	4
-86.441891	1.226855	455.858118	4
-86.958943	1.214517	455.854531	4
-87.476017	1.225512	455.858946	4
-87.993090	1.236632	455.863404	4
-88.510261	1.230348	455.864166	4
-89.027415	1.222578	455.864613	4
-89.544115	1.199912	455.868199	4
-90.060235	1.166833	455.873984	4
-90.576748	1.140696	455.880203	4
-91.093859	1.134006	455.887527	4
-91.610980	1.127622	455.894869	4
-92.128123	1.132122	455.901877	4
-92.645260	1.137528	455.908857	4
-93.162437	1.132503	455.906372	4
-93.679427	1.120332	455.897410	4
-94.196055	1.101445	455.881752	4
-94.710818	1.064439	455.847980	4
-95.225532	1.026957	455.813733	4
-95.742545	1.027544	455.823926	4
-96.259524	1.032095	455.838741	4
-96.776727	1.031018	455.839887	4
-97.293835	1.025821	455.831102	4
-97.811025	1.021644	455.828995	4
-98.327880	1.020910	455.847752	4
-98.844724	1.020301	455.867271	4
-99.361063	0.991991	455.875305	4
-99.877251	0.960132	455.881863	4
-100.394238	0.945894	455.878337	4
-100.911319	0.945250	455.867119	4
-101.428432	0.943869	455.857116	4
-101.945588	0.938323	455.852008	4
-102.462745	0.932579	455.847130	4
-102.979803	0.934814	455.858816	4
-103.496806	0.938313	455.873128	4
-104.013999	0.937834	455.871219	4
-104.530961	0.934046	455.855886	4
-105.048064	0.931667	455.845604	4
-105.565151	0.934793	455.855335	4
-106.082237	0.938240	455.866231	4
-106.599064	0.919287	455.866129	4
-107.115752	0.896113	455.863954	4
-107.632308	0.871904	455.854524	4
-108.148677	0.846952	455.838841	4
-108.665553	0.830380	455.830875	4
-109.181967	0.845014	455.852903	4
-109.698345	0.861795	455.876994	4
-110.215055	0.845797	455.867068	4
-110.731491	0.823107	455.850193	4
-111.248620	0.821315	455.854012	4
-111.764979	0.838855	455.876973	4
-112.281720	0.851659	455.894754	4
-112.798696	0.841299	455.887720	4
-113.315688	0.829137	455.878758	4
-113.832682	0.837541	455.888318	4
-114.349543	0.850631	455.902098	4
-114.866725	0.852657	455.902523	4
-115.383691	0.843887	455.889990	4
-115.900804	0.839261	455.881189	4
-116.417567	0.855595	455.892351	4
-116.934297	0.873790	455.905286	4
-117.451092	0.865898	455.890090	4
-117.967611	0.851342	455.867711	4
-118.484623	0.856156	455.856195	4
-119.001198	0.880992	455.856145	4
-119.517871	0.904581	455.856704	4
-120.034965	0.914722	455.855452	4
-120.552100	0.923525	455.854019	4
-121.068513	0.897849	455.847820	4
-121.584453	0.862443	455.840277	4
-122.100913	0.881990	455.846486	4
-122.611358	0.960766	455.867424	4
-123.122979	1.034326	455.885542	4
-123.639271	1.060647	455.885222	4
-124.156031	1.082164	455.883027	4
-124.673158	1.087677	455.887945	4
-125.190323	1.088760	455.894830	4
-125.486944	0.719704	455.898414	4
-125.479149	0.202551	455.897694	4
-125.471354	-0.314602	455.896973	4
-125.463559	-0.831755	455.896252	4
-125.455764	-1.348908	455.895531	4
-125.447969	-1.866061	455.894811	4
-125.440174	-2.383214	455.894090	4
-125.432379	-2.900367	455.893369	4
-125.424584	-3.417520	455.892648	4
-125.416789	-3.934673	455.891927	4
-125.408994	-4.451826	455.891207	4
-125.401199	-4.968979	455.890486	4
-125.393404	-5.486132	455.889765	4
-125.385609	-6.003285	455.889044	4
-125.377814	-6.520438	455.888324	4
-125.370019	-7.037591	455.887603	4
-125.362224	-7.554744	455.886882	4
-125.354429	-8.071897	455.886161	4
-125.346634	-8.589050	455.885440	4
-125.338839	-9.106203	455.884720	4
-125.331044	-9.623356	455.883999	4
-125.323249	-10.140509	455.883278	4
-125.315454	-10.657662	455.882557	4
-125.307659	-11.174815	455.881837	4
-125.299864	-11.691968	455.881116	4
-125.292069	-12.209121	455.880395	4
-125.284274	-12.726274	455.879674	4
-125.276479	-13.243427	455.878953	4
-125.268684	-13.760580	455.878233	4
-125.260889	-14.277733	455.877512	4
-125.253094	-14.794886	455.876791	4
-125.245299	-15.312039	455.876070	4
-125.237504	-15.829192	455.875350	4
-125.229709	-16.346345	455.874629	4
-125.221914	-16.863498	455.873908	4
-125.214119	-17.380651	455.873187	4
-125.206324	-17.897804	455.872466	4
-125.198529	-18.414957	455.871746	4
-125.190734	-18.932110	455.871025	4
-125.182939	-19.449263	455.870304	4
-125.175144	-19.966416	455.869583	4
-125.167349	-20.483569	455.868863	4
-125.159554	-21.000722	455.868142	4
-125.151759	-21.517875	455.867421	4
-125.143964	-22.035028	455.866700	4
-125.136169	-22.552180	455.865979	4
-125.128374	-23.069333	455.865259	4
-125.120579	-23.586486	455.864538	4
-125.112784	-24.103639	455.863817	4
-125.104989	-24.620792	455.863096	4
-125.097194	-25.137945	455.862376	4
-125.089399	-25.655098	455.861655	4
-125.081604	-26.172251	455.860934	4
-125.073809	-26.689404	455.860213	4
-125.066014	-27.206557	455.859493	4
-125.058219	-27.723710	455.858772	4
-125.050424	-28.240863	455.858051	4
-125.010057	-28.746910	455.857500	4
-124.612330	-28.880310	455.859174	4
-124.121624	-28.716878	455.861721	4
-123.630532	-28.554615	455.864190	4
-123.131914	-28.420193	455.864845	4
-122.625642	-28.314383	455.863637	4
-122.119370	-28.208573	455.862428	4
-121.608763	-28.132382	455.862248	4
-121.092642	-28.101742	455.863646	4
-120.575693	-28.085346	455.865532	4
-120.058800	-28.067331	455.866458	4
-119.542099	-28.044669	455.864628	4
-119.025546	-28.018833	455.860915	4
-118.509000	-27.992844	455.857316	4
-117.993049	-27.958500	455.859901	4
-117.477764	-27.914905	455.869331	4
-116.962479	-27.871310	455.878762	4
-116.447166	-27.827608	455.885225	4
-115.931823	-27.783732	455.886836	4
-115.416481	-27.739797	455.886783	4
-114.900696	-27.702014	455.885771	4
-114.383997	-27.684040	455.881674	4
-113.866834	-27.680896	455.875270	4
-113.349671	-27.677751	455.868867	4
-112.832634	-27.668221	455.868291	4
-112.315752	-27.650922	455.874806	4
-111.798876	-27.633496	455.881437	4
-111.283009	-27.600944	455.881725	4
-110.769401	-27.541780	455.870839	4
-110.257047	-27.472683	455.855770	4
-109.743893	-27.409637	455.843489	4
-109.228649	-27.367992	455.841039	4
-108.712040	-27.343622	455.846516	4
-108.195432	-27.319251	455.851992	4
-107.679091	-27.290166	455.857160	4
-107.163103	-27.254920	455.861926	4
-106.647132	-27.219432	455.866675	4
-106.130892	-27.188338	455.869606	4
-105.614189	-27.165651	455.869062	4
-105.097335	-27.146510	455.867052	4
-104.580544	-27.125763	455.865598	4
-104.064074	-27.098591	455.866367	4
-103.547915	-27.065712	455.869111	4
-103.031756	-27.032833	455.871855	4
-102.515801	-26.997163	455.871256	4
-102.000139	-26.957501	455.865876	4
-101.484506	-26.917529	455.860124	4
-100.968343	-26.886788	455.855892	4
-100.451318	-26.875243	455.854824	4
-99.934113	-26.872677	455.855234	4
-99.416907	-26.871674	455.856340	4
-98.899785	-26.877685	455.860563	4
-98.382782	-26.890486	455.867804	4
-97.865778	-26.903286	455.875045	4
-97.348821	-26.904037	455.882469	4
-96.831976	-26.886205	455.890175	4
-96.315198	-26.866477	455.897910	4
-95.798285	-26.850673	455.903214	4
-95.281139	-26.843733	455.903029	4
-94.763941	-26.841397	455.899992	4
-94.246762	-26.837404	455.896222	4
-93.729814	-26.825014	455.888730	4
-93.213166	-26.803743	455.877305	4
-92.696517	-26.782472	455.865879	4
-92.179908	-26.779611	455.861749	4
-91.663467	-26.806653	455.869471	4
-91.147190	-26.836471	455.878295	4
-90.630623	-26.849218	455.882323	4
-90.114432	-26.822395	455.875238	4
-89.599516	-26.775414	455.862489	4
-89.084282	-26.731707	455.852155	4
-88.568094	-26.704742	455.854138	4
-88.051184	-26.696016	455.869525	4
-87.534274	-26.687290	455.884912	4
-87.017275	-26.681377	455.897602	4
-86.500126	-26.680346	455.905611	4
-85.982968	-26.679923	455.913037	4
-85.465792	-26.680455	455.916761	4
-84.948635	-26.683373	455.911236	4
-84.431553	-26.687648	455.900452	4
-83.914467	-26.691309	455.889667	4
-83.397378	-26.691323	455.878875	4
-82.880297	-26.686934	455.868077	4
-82.363217	-26.682546	455.857278	4
-81.846158	-26.679417	455.855654	4
-81.329192	-26.678677	455.871428	4
-80.812318	-26.678341	455.890138	4
-80.295369	-26.677604	455.906222	4
-79.778248	-26.675762	455.915074	4
-79.261059	-26.673209	455.919276	4
-78.743863	-26.671053	455.922397	4
-78.226747	-26.671826	455.917514	4
-77.709797	-26.676582	455.901755	4
-77.192846	-26.681338	455.885996	4
-76.675908	-26.686482	455.869969	4
-76.158996	-26.692429	455.853390	4
-75.642090	-26.698549	455.836691	4
-75.125163	-26.700641	455.820587	4
-74.608289	-26.690505	455.806288	4
-74.091588	-26.671524	455.793299	4
-73.574822	-26.653534	455.781816	4
-73.058051	-26.645152	455.784903	4
-72.541505	-26.651523	455.810356	4
-72.024958	-26.657894	455.835810	4
-71.508426	-26.653879	455.856673	4
-70.992068	-26.626508	455.867207	4
-70.475997	-26.593068	455.875047	4
-69.960230	-26.555439	455.880530	4
-69.445666	-26.503986	455.878220	4
-68.932308	-26.441544	455.869705	4
-68.418745	-26.380816	455.861501	4
-67.903704	-26.342097	455.857299	4
-67.386499	-26.341072	455.859949	4
-66.869295	-26.340047	455.862599	4
-66.352503	-26.349609	455.870245	4
-65.836906	-26.384852	455.890013	4
-65.322011	-26.427793	455.913412	4
-64.806594	-26.464809	455.932752	4
-64.289875	-26.480450	455.937454	4
-63.772735	-26.477366	455.929342	4
-63.255594	-26.474400	455.921309	4
-62.738436	-26.473710	455.914787	4
-62.221249	-26.477391	455.911169	4
-61.704063	-26.481072	455.907550	4
-61.186873	-26.483357	455.906295	4
-60.669689	-26.481984	455.911228	4
-60.152532	-26.479337	455.918318	4
-59.635391	-26.474285	455.923113	4
-59.118482	-26.459571	455.918693	4
-58.602021	-26.435256	455.905110	4
-58.085560	-26.410910	455.891525	4
-57.569200	-26.384744	455.877773	4
-57.053065	-26.354518	455.863652	4
-56.536930	-26.324291	455.849531	4
-56.020490	-26.300959	455.839735	4
-55.503333	-26.297335	455.842301	4
-54.986194	-26.301684	455.849864	4
-54.469041	-26.305805	455.856297	4
-53.951853	-26.308906	455.857674	4
-53.434663	-26.310866	455.853395	4
-52.917472	-26.312826	455.849116	4
-52.400307	-26.317299	455.846007	4
-51.883207	-26.328086	455.845837	4
-51.366110	-26.339002	455.845727	4
-50.849016	-26.349629	455.847267	4
-50.331941	-26.359356	455.853954	4
-49.814892	-26.368660	455.863052	4
-49.297801	-26.375032	455.870363	4
-48.780829	-26.366737	455.868741	4
-48.264464	-26.340063	455.855921	4
-47.748099	-26.313389	455.843101	4
-47.231607	-26.292429	455.838911	4
-46.714786	-26.287069	455.858278	4
-46.197998	-26.282411	455.878704	4
-45.681098	-26.279293	455.893435	4
-45.163947	-26.281377	455.888920	4
-44.646958	-26.286147	455.874465	4
-44.130016	-26.285319	455.860729	4
-43.614298	-26.255131	455.850788	4
-43.101651	-26.186742	455.845824	4
-42.589152	-26.117276	455.840887	4
-42.148664	-25.943379	455.839293	4
-41.909024	-25.485096	455.846865	4
-41.669384	-25.026812	455.854436	4
-41.439673	-24.563845	455.861924	4
-41.240976	-24.086398	455.869148	4
-41.049421	-23.606020	455.876307	4
-40.858672	-23.125312	455.882549	4
-40.671249	-22.643266	455.885013	4
-40.486662	-22.160114	455.884270	4
-40.302052	-21.676971	455.883514	4
-40.117186	-21.193927	455.882620	4
-39.931755	-20.711099	455.881421	4
-39.746324	-20.228272	455.880223	4
-39.560484	-19.745603	455.878803	4
-39.373246	-19.263477	455.876626	4
-39.185612	-18.781506	455.874236	4
-38.997799	-18.299604	455.871949	4
-38.809169	-17.818019	455.870134	4
-38.619741	-17.336746	455.868780	4
-38.430271	-16.855490	455.867450	4
-38.240112	-16.374506	455.866519	4
-38.048132	-15.894243	455.866642	4
-37.856152	-15.413981	455.866764	4
-37.663731	-14.933895	455.866826	4
-37.469645	-14.454480	455.866657	4
-37.274985	-13.975298	455.866409	4
-37.080153	-13.496185	455.866136	4
-36.884439	-13.017432	455.865741	4
-36.687731	-12.539087	455.865208	4
-36.490961	-12.060767	455.864671	4
-36.291958	-11.583391	455.863967	4
-36.085686	-11.109092	455.862723	5
-35.879415	-10.634794	455.861480	5
